Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
TRANSFER,2,4,57.01,118.78,Advance shipping,0,17,Cleats,Portland,EE. UU.,Mary,6664,Hall,Consumer,OR,5020 Hazy Rise Carrefour,97229.0,4,Apparel,45.54113007,-122.7773743,USCA,Thornton,Estados Unidos,6664,1.2,0.01,59.99,0.48,2,119.98,118.78,57.01,West of USA ,Colorado,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,2,1,113.38,251.96,Late delivery,1,17,Cleats,Mchenry,EE. UU.,Peter,11533,Smith,Home Office,IL,5143 Old Walk,60050.0,4,Apparel,42.34994507,-88.29811859,Pacific Asia,Termez,Uzbekistán,11533,47.99,0.16,59.99,0.45,5,299.95,251.96,113.38,Central Asia,Surjandarín,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,First Class
DEBIT,4,2,15.28,242.5,Late delivery,1,24,Women's Apparel,Brooklyn,EE. UU.,David,7305,Smith,Corporate,NY,6864 Dusty Island Avenue,11212.0,5,Golf,40.66080093,-73.92007446,LATAM,Quetzaltenango,Guatemala,7305,7.5,0.03,50.0,0.06,5,250.0,242.5,15.28,Central America,Quezaltenango,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class
CASH,4,4,-23.5,99.99,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,Mary,3767,Wagner,Consumer,PR,1116 Silent Crest,725.0,3,Footwear,18.24155998,-66.37051392,USCA,Louisville,Estados Unidos,3767,0.0,0.0,99.99,-0.24,1,99.99,99.99,-23.5,West of USA ,Colorado,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
PAYMENT,5,4,42.19,112.5,Late delivery,1,24,Women's Apparel,Arlington Heights,EE. UU.,Eric,4627,Lang,Corporate,IL,6317 Golden Bear Dell,60004.0,5,Golf,42.13397598,-87.98233032,Africa,Soweto,SudAfrica,4627,37.5,0.25,50.0,0.38,3,150.0,112.5,42.19,Southern Africa,Gauteng,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
DEBIT,3,4,10.32,46.48,Advance shipping,0,46,Indoor/Outdoor Games,Gaithersburg,EE. UU.,Douglas,9370,Murphy,Consumer,MD,3692 Dewy Butterfly Cape,20878.0,7,Fan Shop,39.14162064,-77.2270813,LATAM,Tepic,México,9370,3.5,0.07,49.98,0.22,1,49.98,46.48,10.32,Central America,Nayarit,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
DEBIT,3,4,79.16,272.98,Advance shipping,0,43,Camping & Hiking,Houston,EE. UU.,Mary,1316,Malone,Corporate,TX,5707 Burning Manor,77084.0,7,Fan Shop,29.86195946,-95.64417267,LATAM,Macapá,Brasil,1316,27.0,0.09,299.98,0.29,1,299.98,272.98,79.16,South America,Amapá,ON_HOLD,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
TRANSFER,6,4,-62.13,81.0,Shipping canceled,0,33,Golf Shoes,Marrero,EE. UU.,Nicholas,6950,Smith,Corporate,LA,603 Green Sky Promenade,70072.0,6,Outdoors,29.90017891,-90.10057068,LATAM,Maracaibo,Venezuela,6950,27.0,0.25,108.0,-0.77,1,108.0,81.0,-62.13,South America,Zulia,SUSPECTED_FRAUD,LIJA Women's Button Golf Dress,108.0,Standard Class
PAYMENT,2,4,84.6,180.0,Advance shipping,0,24,Women's Apparel,El Paso,EE. UU.,Diane,8003,Zimmerman,Consumer,TX,6789 Broad Zephyr Grounds,79912.0,5,Golf,31.85946083,-106.5454865,Pacific Asia,Bendigo,Australia,8003,20.0,0.1,50.0,0.47,4,200.0,180.0,84.6,Oceania,Victoria,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
TRANSFER,6,4,6.12,48.98,Late delivery,1,40,Accessories,Virginia Beach,EE. UU.,Mary,8577,Smith,Consumer,VA,7360 Dewy Island Bank,23455.0,6,Outdoors,36.91083145,-76.12958527,USCA,San Diego,Estados Unidos,8577,1.0,0.02,24.99,0.13,2,49.98,48.98,6.12,West of USA ,California,PENDING,Team Golf San Francisco Giants Putter Grip,24.99,Standard Class
TRANSFER,5,2,35.99,239.9,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Hannah,4983,Snyder,Home Office,PR,1269 Rocky Brook Hollow,725.0,7,Fan Shop,18.21323586,-66.37062836,Africa,Kuito,Angola,4983,10.0,0.04,49.98,0.15,5,249.9,239.9,35.99,Central Africa,Bié,PROCESSING,O'Brien Men's Neoprene Life Vest,49.98,Second Class
TRANSFER,4,2,10.56,95.96,Late delivery,1,46,Indoor/Outdoor Games,Louisville,EE. UU.,Mary,8964,Berger,Home Office,KY,4678 Fallen Townline,40214.0,7,Fan Shop,38.18265152,-85.75534821,LATAM,Amatitlán,Guatemala,8964,4.0,0.04,49.98,0.11,2,99.96,95.96,10.56,Central America,Guatemala,PROCESSING,O'Brien Men's Neoprene Life Vest,49.98,Second Class
CASH,4,4,80.0,159.99,Shipping on time,0,48,Water Sports,Tempe,EE. UU.,Mary,12076,Smith,Home Office,AZ,6714 Cozy Wynd,85282.0,7,Fan Shop,33.40329361,-111.9140549,Europe,Blackpool,Reino Unido,12076,40.0,0.2,199.99,0.5,1,199.99,159.99,80.0,Northern Europe,Inglaterra,CLOSED,Pelican Sunstream 100 Kayak,199.99,Standard Class
PAYMENT,6,4,-158.73,226.76,Late delivery,1,17,Cleats,Hamilton,EE. UU.,Elizabeth,11396,Smith,Consumer,OH,5630 Tawny Circuit,45013.0,4,Apparel,39.52872849,-84.67141724,Pacific Asia,Geelong,Australia,11396,13.2,0.06,59.99,-0.7,4,239.96,226.76,-158.73,Oceania,Victoria,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,5,2,58.65,124.79,Late delivery,1,18,Men's Footwear,La Mesa,EE. UU.,Daniel,5845,Bruce,Home Office,CA,6032 Jagged Butterfly Canyon,91941.0,4,Apparel,32.76065064,-117.0166702,LATAM,Betim,Brasil,5845,5.2,0.04,129.99,0.47,1,129.99,124.79,58.65,South America,Minas Gerais,ON_HOLD,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
DEBIT,2,2,129.47,331.98,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,Mary,7789,Sullivan,Home Office,PR,9126 Wishing Expressway,725.0,7,Fan Shop,18.27214623,-66.3705368,Pacific Asia,Manila,Filipinas,7789,68.0,0.17,399.98,0.39,1,399.98,331.98,129.47,Southeast Asia,Capital Nacional,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
DEBIT,4,4,87.36,181.99,Shipping on time,0,48,Water Sports,Caguas,Puerto Rico,Mary,6238,Young,Home Office,PR,7894 Heather Gardens,725.0,7,Fan Shop,18.26703453,-66.37054443,USCA,Louisville,Estados Unidos,6238,18.0,0.09,199.99,0.48,1,199.99,181.99,87.36,West of USA ,Colorado,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class
CASH,5,2,62.96,153.56,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Mary,5015,Gutierrez,Corporate,PR,6724 High Chase,725.0,5,Golf,18.23696327,-66.3705368,Europe,Mannheim,Alemania,5015,6.4,0.04,39.99,0.41,4,159.96,153.56,62.96,Western Europe,Baden-Wurtemberg,CLOSED,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class
TRANSFER,5,2,32.95,97.49,Late delivery,1,18,Men's Footwear,Beaverton,EE. UU.,David,110,Miranda,Corporate,OR,1491 Little Robin Way,97006.0,4,Apparel,45.49733353,-12.27056122,LATAM,Salvador,Brasil,110,32.5,0.25,129.99,0.34,1,129.99,97.49,32.95,South America,Bahía,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
TRANSFER,6,4,79.28,168.68,Late delivery,1,70,Men's Clothing,Caguas,Puerto Rico,Carol,16078,Howard,Consumer,PR,5841 Quaking Cloud Village,725.0,4,Apparel,18.21069908,-66.0370636,Pacific Asia,Manila,Filipinas,16078,42.17,0.2,210.85,0.47,1,210.85,168.68,79.28,Southeast Asia,Capital Nacional,PROCESSING,Men's gala suit,210.85,Standard Class
TRANSFER,5,2,42.5,212.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Rebecca,10053,Smith,Consumer,PR,7087 Middle Loop,725.0,5,Golf,18.26743507,-66.37054443,LATAM,San Luis Potosí,México,10053,37.5,0.15,50.0,0.2,5,250.0,212.5,42.5,Central America,San Luis Potosí,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class
PAYMENT,2,1,-144.95,188.98,Late delivery,1,9,Cardio Equipment,Tempe,EE. UU.,Victoria,3818,Stout,Consumer,AZ,8598 Red Dale Forest,85283.0,3,Footwear,33.35738754,-111.9551849,Pacific Asia,Lucknow,India,3818,11.0,0.06,99.99,-0.77,2,199.98,188.98,-144.95,South Asia,Uttar Pradesh,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,First Class
PAYMENT,2,2,29.85,106.59,Shipping on time,0,18,Men's Footwear,New York,EE. UU.,Lisa,5298,Moore,Consumer,NY,1663 Hidden Brook Island,10040.0,4,Apparel,40.85889053,-73.93106842,Pacific Asia,Tianjin,China,5298,23.4,0.18,129.99,0.28,1,129.99,106.59,29.85,Eastern Asia,Tianjin,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
CASH,3,4,40.5,111.57,Advance shipping,0,29,Shop By Sport,Granite City,EE. UU.,Pamela,8519,Michael,Consumer,IL,1585 Stony Rabbit Hollow,62040.0,5,Golf,38.69002152,-90.14477539,LATAM,Escuintla,Guatemala,8519,8.4,0.07,39.99,0.36,3,119.97,111.57,40.5,Central America,Escuintla,CLOSED,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
PAYMENT,6,2,-24.75,198.0,Late delivery,1,24,Women's Apparel,Las Vegas,EE. UU.,Matthew,2633,Figueroa,Consumer,NV,4448 Bright Pike,89123.0,5,Golf,36.08808899,-115.1731186,USCA,San Jose,Estados Unidos,2633,2.0,0.01,50.0,-0.13,4,200.0,198.0,-24.75,West of USA ,California,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class
PAYMENT,5,2,-285.07,178.17,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Megan,1025,Todd,Home Office,PR,1393 Umber Sky Estates,725.0,4,Apparel,18.29652023,-66.04867554,LATAM,Mejicanos,El Salvador,1025,1.8,0.01,59.99,-1.6,3,179.97,178.17,-285.07,Central America,San Salvador,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Second Class
TRANSFER,1,0,65.34,179.99,Late delivery,1,48,Water Sports,Aurora,EE. UU.,Andrea,876,Smith,Home Office,CO,599 Clear Gardens,80012.0,7,Fan Shop,33.81848145,-111.8728256,Europe,Norwich,Reino Unido,876,20.0,0.1,199.99,0.36,1,199.99,179.99,65.34,Northern Europe,Inglaterra,PROCESSING,Pelican Sunstream 100 Kayak,199.99,Same Day
PAYMENT,5,2,-441.72,284.98,Late delivery,1,43,Camping & Hiking,Santa Cruz,EE. UU.,Amber,12111,Franco,Consumer,CA,8766 Clear Prairie Line,95060.0,7,Fan Shop,36.97051239,-122.0238266,LATAM,Tegucigalpa,Honduras,12111,15.0,0.05,299.98,-1.55,1,299.98,284.98,-441.72,Central America,Francisco Morazán,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class
DEBIT,2,1,-114.04,195.95,Late delivery,1,35,Golf Gloves,Brooklyn,EE. UU.,Mary,6285,Garcia,Consumer,NY,8679 Rocky Glen,11201.0,6,Outdoors,40.69200897,-73.9917984,Africa,Meknes,Marruecos,6285,4.0,0.02,39.99,-0.58,5,199.95,195.95,-114.04,North Africa,Mequinez-Tafilalet,COMPLETE,Clicgear Rovic Cooler Bag,39.99,First Class
TRANSFER,4,4,61.66,327.98,Shipping on time,0,45,Fishing,Dearborn,EE. UU.,Thomas,196,Watson,Home Office,MI,4179 Merry Wood,48126.0,7,Fan Shop,30.07419395,-99.35958862,LATAM,Mexico City,México,196,72.0,0.18,399.98,0.19,1,399.98,327.98,61.66,Central America,Distrito Federal,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,6,2,101.39,299.97,Late delivery,1,9,Cardio Equipment,Chino Hills,EE. UU.,Charles,2842,Johnson,Home Office,CA,3495 Wishing Landing,91709.0,3,Footwear,33.98258972,-117.7285538,Europe,Halle,Alemania,2842,0.0,0.0,99.99,0.34,3,299.97,299.97,101.39,Western Europe,Renania del Norte-Westfalia,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class
TRANSFER,2,2,113.67,391.98,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,John,4136,Estrada,Consumer,PR,7761 Silent Hickory Drive,725.0,7,Fan Shop,18.28159523,-66.37060547,LATAM,Neiva,Colombia,4136,8.0,0.02,399.98,0.29,1,399.98,391.98,113.67,South America,Huila,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
PAYMENT,4,4,33.66,127.97,Shipping on time,0,29,Shop By Sport,Jamaica,EE. UU.,Christine,5646,Smith,Consumer,NY,7940 Noble Field,11435.0,5,Golf,40.70252991,-73.8146286,USCA,Edmonds,Estados Unidos,5646,31.99,0.2,39.99,0.26,4,159.96,127.97,33.66,West of USA ,Washington,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
DEBIT,3,4,17.84,56.99,Advance shipping,0,17,Cleats,Burnsville,EE. UU.,Mary,10791,Alvarado,Consumer,MN,3778 Clear View Woods,55337.0,4,Apparel,44.80571365,-93.22799683,LATAM,Tepic,México,10791,3.0,0.05,59.99,0.31,1,59.99,56.99,17.84,Central America,Nayarit,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,6,4,-281.59,351.98,Late delivery,1,45,Fishing,Jersey City,EE. UU.,Dorothy,6457,Coleman,Consumer,NJ,2161 Emerald Beach,7307.0,7,Fan Shop,40.74726105,-74.04908752,Pacific Asia,Ho Chi Minh City,Vietnam,6457,48.0,0.12,399.98,-0.8,1,399.98,351.98,-281.59,Southeast Asia,Ciudad Ho Chi Minh,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
TRANSFER,4,4,-0.64,49.5,Shipping on time,0,24,Women's Apparel,Brooklyn,EE. UU.,Andrew,3813,Smith,Consumer,NY,1829 Jagged Gate Forest,11201.0,5,Golf,40.62839508,-73.94129944,USCA,San Bernardino,Estados Unidos,3813,0.5,0.01,50.0,-0.01,1,50.0,49.5,-0.64,West of USA ,California,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
TRANSFER,2,1,61.1,174.57,Shipping canceled,0,17,Cleats,Ann Arbor,EE. UU.,Brandon,2508,Adkins,Consumer,MI,5621 Cinder Maze,48103.0,4,Apparel,42.26944733,-83.7731247,Europe,Amiens,Francia,2508,5.4,0.03,59.99,0.35,3,179.97,174.57,61.1,Western Europe,Norte-Paso de Calais-Picardía,SUSPECTED_FRAUD,Perfect Fitness Perfect Rip Deck,59.99,First Class
DEBIT,2,1,103.47,211.16,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Olivia,8288,Herring,Consumer,PR,3440 Emerald Knoll,725.0,4,Apparel,18.28470421,-66.37050629,LATAM,Quito,Ecuador,8288,28.8,0.12,59.99,0.49,4,239.96,211.16,103.47,South America,Pichincha,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,First Class
TRANSFER,6,4,54.99,439.96,Late delivery,1,9,Cardio Equipment,Cleveland,EE. UU.,Sharon,6812,Smith,Consumer,OH,6906 Quiet Rise,44105.0,3,Footwear,41.45956039,-81.64040375,Europe,Utrecht,Países Bajos,6812,59.99,0.12,99.99,0.13,5,499.95,439.96,54.99,Western Europe,Utrecht,PROCESSING,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
DEBIT,4,4,45.3,124.79,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,Henry,12071,Smith,Home Office,PR,8365 Thunder Way,725.0,4,Apparel,18.24908447,-66.3706131,USCA,London,Canada,12071,5.2,0.04,129.99,0.36,1,129.99,124.79,45.3,Canada,Ontario,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
TRANSFER,6,2,13.19,131.95,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Brandon,4751,Rowland,Consumer,PR,4675 Cozy Way,725.0,7,Fan Shop,18.22240639,-66.37059784,LATAM,João Pessoa,Brasil,4751,17.99,0.12,49.98,0.1,3,149.94,131.95,13.19,South America,Paraíba,PENDING,O'Brien Men's Neoprene Life Vest,49.98,Second Class
DEBIT,2,4,14.27,163.99,Advance shipping,0,48,Water Sports,Los Angeles,EE. UU.,Mary,10278,Farrell,Consumer,CA,3445 Burning Freeway,90011.0,7,Fan Shop,34.02759934,-118.2654419,Africa,Sale,Marruecos,10278,36.0,0.18,199.99,0.09,1,199.99,163.99,14.27,North Africa,Rabat-Salé-Zemur-Zaer,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,6,2,92.96,331.98,Late delivery,1,45,Fishing,New Orleans,EE. UU.,Theresa,8273,Lopez,Consumer,LA,3281 Honey Woods,70122.0,7,Fan Shop,30.00682259,-90.06139374,Pacific Asia,Daegu,Corea del Sur,8273,68.0,0.17,399.98,0.28,1,399.98,331.98,92.96,Eastern Asia,Daegu,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
CASH,4,4,96.52,296.97,Shipping on time,0,9,Cardio Equipment,Martinsburg,EE. UU.,Charles,3283,Ramos,Consumer,WV,3882 Golden Maze,25401.0,3,Footwear,39.45571137,-77.96917725,Pacific Asia,Ahvaz,Irán,3283,3.0,0.01,99.99,0.33,3,299.97,296.97,96.52,South Asia,Juzestán,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
PAYMENT,3,4,57.4,124.79,Advance shipping,0,18,Men's Footwear,Norfolk,EE. UU.,Janice,4306,Griffin,Consumer,VA,9650 Foggy Nectar Heath,23503.0,4,Apparel,36.94937897,-76.24703217,Pacific Asia,Manila,Filipinas,4306,5.2,0.04,129.99,0.46,1,129.99,124.79,57.4,Southeast Asia,Capital Nacional,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,3,4,100.41,204.92,Advance shipping,0,46,Indoor/Outdoor Games,Blacksburg,EE. UU.,Mary,1903,Sullivan,Consumer,VA,6502 Heather Nook,24060.0,7,Fan Shop,37.24211121,-80.42279053,LATAM,Guantánamo,Cuba,1903,44.98,0.18,49.98,0.49,5,249.9,204.92,100.41,Caribbean,Guantánamo,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
TRANSFER,2,2,44.16,191.99,Shipping canceled,0,48,Water Sports,Denver,EE. UU.,Brian,9513,Rice,Corporate,CO,4388 Burning Goose Ridge,80219.0,7,Fan Shop,39.68975067,-105.0245895,LATAM,León,México,9513,8.0,0.04,199.99,0.23,1,199.99,191.99,44.16,Central America,Guanajuato,CANCELED,Pelican Sunstream 100 Kayak,199.99,Second Class
DEBIT,3,2,26.96,92.96,Late delivery,1,40,Accessories,Miami,EE. UU.,Evelyn,4456,Spencer,Consumer,FL,7595 Cotton Log Row,33162.0,6,Outdoors,25.92886925,-80.16287231,Europe,Hamburgo,Alemania,4456,7.0,0.07,24.99,0.29,4,99.96,92.96,26.96,Western Europe,Hamburgo,COMPLETE,Team Golf Texas Longhorns Putter Grip,24.99,Second Class
PAYMENT,2,1,106.91,296.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Janet,8137,Simmons,Home Office,PR,4232 Wishing Creek Campus,725.0,7,Fan Shop,18.28121948,-66.37058258,USCA,Los Angeles,Estados Unidos,8137,3.0,0.01,299.98,0.36,1,299.98,296.98,106.91,West of USA ,California,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class
DEBIT,5,4,14.78,84.45,Late delivery,1,13,Electronics,Chicago,EE. UU.,Jordan,4381,Becker,Corporate,IL,8832 Old Quay,60637.0,3,Footwear,41.7828064,-87.61464691,LATAM,Cabimas,Venezuela,4381,11.52,0.12,31.99,0.18,3,95.97,84.45,14.78,South America,Zulia,COMPLETE,Under Armour Women's Ignite PIP VI Slide,31.99,Standard Class
DEBIT,4,4,12.55,167.37,Shipping on time,0,17,Cleats,Los Angeles,EE. UU.,Benjamin,751,Juarez,Consumer,CA,9758 Quiet Nook,90044.0,4,Apparel,29.68502998,-95.74115753,Europe,Brindisi,Italia,751,12.6,0.07,59.99,0.08,3,179.97,167.37,12.55,Southern Europe,Apulia,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,3,4,45.86,152.87,Advance shipping,0,67,DVDs,Caguas,Puerto Rico,Miranda,15045,Combs,Consumer,PR,1974 Stony Wharf,725.0,9,Discs Shop,18.25590515,-66.0370636,Europe,Madrid,España,15045,11.51,0.07,164.38,0.3,1,164.38,152.87,45.86,Southern Europe,Madrid,COMPLETE,DVDs ,164.38,Standard Class
CASH,2,4,34.3,118.29,Advance shipping,0,18,Men's Footwear,Buffalo,EE. UU.,Mary,9235,Rodriguez,Corporate,NY,5272 Lazy Campus,14221.0,4,Apparel,42.97856522,-78.73735809,LATAM,Mixco,Guatemala,9235,11.7,0.09,129.99,0.29,1,129.99,118.29,34.3,Central America,Guatemala,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,2,1,70.87,188.99,Late delivery,1,48,Water Sports,Sunnyvale,EE. UU.,Cynthia,6679,Smith,Consumer,CA,852 Hazy Gate Circuit,94086.0,7,Fan Shop,37.38002014,-122.0521698,Europe,Bedford,Reino Unido,6679,11.0,0.06,199.99,0.38,1,199.99,188.99,70.87,Northern Europe,Inglaterra,COMPLETE,Pelican Sunstream 100 Kayak,199.99,First Class
DEBIT,3,4,32.3,189.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,Ann,5001,Waller,Consumer,PR,7620 Thunder Gate,725.0,7,Fan Shop,18.25436783,-66.37055206,Europe,Ferrara,Italia,5001,10.0,0.05,199.99,0.17,1,199.99,189.99,32.3,Southern Europe,Emilia-Romaña,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class
PAYMENT,3,4,-55.8,299.99,Advance shipping,0,45,Fishing,Encinitas,EE. UU.,Betty,3535,Rodgers,Consumer,CA,1795 Fallen Corners,92024.0,7,Fan Shop,33.04647064,-117.2896729,Africa,Cape Town,SudAfrica,3535,100.0,0.25,399.98,-0.19,1,399.98,299.99,-55.8,Southern Africa,Cabo Occidental,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,4,2,100.79,335.98,Late delivery,1,45,Fishing,Chicago,EE. UU.,Adam,2786,Navarro,Consumer,IL,5567 Rocky Mountain By-pass,60622.0,7,Fan Shop,41.89480591,-87.7651825,LATAM,Ixtapaluca,México,2786,64.0,0.16,399.98,0.3,1,399.98,335.98,100.79,Central America,México,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
TRANSFER,2,1,37.06,327.98,Late delivery,1,45,Fishing,San Diego,EE. UU.,Daniel,139,Maxwell,Home Office,CA,9468 Red Corner,92104.0,7,Fan Shop,32.90361786,-117.0988388,LATAM,Buenos Aires,Argentina,139,72.0,0.18,399.98,0.11,1,399.98,327.98,37.06,South America,Buenos Aires,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class
DEBIT,6,4,13.09,48.48,Late delivery,1,46,Indoor/Outdoor Games,Arlington,EE. UU.,George,7006,Smith,Consumer,VA,5926 Emerald Elk Diversion,22204.0,7,Fan Shop,38.86595917,-77.13325501,LATAM,Buenos Aires,Argentina,7006,1.5,0.03,49.98,0.27,1,49.98,48.48,13.09,South America,Buenos Aires,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
TRANSFER,4,4,16.9,50.0,Shipping on time,0,24,Women's Apparel,Columbus,EE. UU.,Janet,4333,Smith,Consumer,OH,7802 Gentle Creek Square,43228.0,5,Golf,40.88164902,-81.25228119,Pacific Asia,Malayer,Irán,4333,0.0,0.0,50.0,0.34,1,50.0,50.0,16.9,South Asia,Hamadán,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
PAYMENT,5,4,33.25,98.38,Late delivery,1,17,Cleats,Walnut,EE. UU.,Mary,10808,Taylor,Consumer,CA,5995 Shady Anchor Canyon,91789.0,4,Apparel,34.35849762,-117.6262817,Europe,Rimini,Italia,10808,21.6,0.18,59.99,0.34,2,119.98,98.38,33.25,Southern Europe,Emilia-Romaña,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,3,4,-138.05,179.99,Advance shipping,0,48,Water Sports,Salt Lake City,EE. UU.,Mary,4974,Smith,Corporate,UT,3888 Cotton Corners,84118.0,7,Fan Shop,40.65987396,-112.0028687,USCA,New York City,Estados Unidos,4974,20.0,0.1,199.99,-0.77,1,199.99,179.99,-138.05,East of USA,Nueva York,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class
PAYMENT,2,4,81.59,239.96,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Mary,107,Weaver,Consumer,PR,1449 Amber Island,725.0,4,Apparel,18.22764778,-66.04351807,LATAM,San Pedro de Macorís,República Dominicana,107,59.99,0.2,59.99,0.34,5,299.95,239.96,81.59,Caribbean,San Pedro de Macorís,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,6,4,43.26,288.42,Late delivery,1,73,Sporting Goods,Dearborn,EE. UU.,Hillary,16728,Clemons,Consumer,MI,4186 Wishing Pine Subdivision,48126.0,2,Fitness,42.29305649,-83.18068695,Pacific Asia,Kwinana,Australia,16728,39.33,0.12,327.75,0.15,1,327.75,288.42,43.26,Oceania,Australia Occidental,PROCESSING,Smart watch ,327.75,Standard Class
TRANSFER,3,4,58.2,185.95,Advance shipping,0,29,Shop By Sport,Los Angeles,EE. UU.,Mary,2139,Ayers,Consumer,CA,7422 Silver Carrefour,90043.0,5,Golf,33.98547363,-118.3382416,Europe,London,Reino Unido,2139,14.0,0.07,39.99,0.31,5,199.95,185.95,58.2,Northern Europe,Inglaterra,PROCESSING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
DEBIT,3,4,-7.92,105.58,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Christine,12165,Smith,Corporate,PR,7855 Jagged Crescent,725.0,4,Apparel,18.23419571,-66.37050629,Pacific Asia,Port Moresby,Papúa Nueva Guinea,12165,14.4,0.12,59.99,-0.08,2,119.98,105.58,-7.92,Oceania,Capital Nacional,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
